case,scope,level,requested_dbu,requested_um,length_idx,aligned_um,delta_um,abs_delta_um,rel_error_ratio,full_leaf_level,wirelength_unit_um,unit_res_ohm_per_um,unit_cap_pf_per_um,extra_res_ohm,extra_cap_pf,detail_path,segment_pattern_id,buffer_count,weighted_buffer_count,branch_multiplicity_from_buffers,terminal_branch_buffer,selected_leaf_level
iwls2005__vga_lcd,full,3,35611,35.611,1,72.3914,36.7804,36.7804,1.0328,false,72.3914,0.914,0.0002007,33.6172856,0.00738182628,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__vga_lcd/cts_baseline/cts/ecc-tools/vga_enh_top/work/icts-native/cts_detail.log,,,,,,
iwls2005__vga_lcd,full,4,19134,19.134,1,72.3914,53.2574,53.2574,2.7834,false,72.3914,0.914,0.0002007,48.677263599999996,0.01068876018,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__vga_lcd/cts_baseline/cts/ecc-tools/vga_enh_top/work/icts-native/cts_detail.log,,,,,,
iwls2005__vga_lcd,full,5,10783,10.783,1,72.3914,61.6084,61.6084,5.7135,true,72.3914,0.914,0.0002007,56.31007760000001,0.012364805880000001,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__vga_lcd/cts_baseline/cts/ecc-tools/vga_enh_top/work/icts-native/cts_detail.log,,,,,,
iwls2005__vga_lcd,selected,0,,221.84,4,289.5657,67.7257,67.7257,0.3053,,72.3914,0.914,0.0002007,61.90128980000001,0.01359254799,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__vga_lcd/cts_baseline/cts/ecc-tools/vga_enh_top/work/icts-native/cts_detail.log,27,1,1,1.0,false,false
iwls2005__vga_lcd,selected,1,,121.807,2,144.7829,22.9759,22.9759,0.1886,,72.3914,0.914,0.0002007,20.9999726,0.0046112631299999995,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__vga_lcd/cts_baseline/cts/ecc-tools/vga_enh_top/work/icts-native/cts_detail.log,8,1,4,4.0,false,false
iwls2005__vga_lcd,selected,2,,68.392,1,72.3914,3.9994,3.9994,0.058499999999999996,,72.3914,0.914,0.0002007,3.6554516,0.00080267958,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__vga_lcd/cts_baseline/cts/ecc-tools/vga_enh_top/work/icts-native/cts_detail.log,2,1,16,16.0,true,false
iwls2005__vga_lcd,selected,3,,35.611,1,72.3914,36.7804,36.7804,1.0328,,72.3914,0.914,0.0002007,33.6172856,0.00738182628,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__vga_lcd/cts_baseline/cts/ecc-tools/vga_enh_top/work/icts-native/cts_detail.log,2,1,64,64.0,true,true
iwls2005__vga_lcd,source_trunk,-1,,506.74,7,506.73980000000006,-0.0001999999999497959,0.0001999999999497959,-3.946797173102496e-07,,72.3914,0.914,0.0002007,-0.00018279999995411345,-4.0139999989924034e-08,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__vga_lcd/cts_baseline/cts/ecc-tools/vga_enh_top/work/icts-native/cts_detail.log,,,,,,
iwls2005__wb_conmax,full,0,103918,103.918,2,128.096,24.178,24.178,0.2327,false,64.048,0.914,0.0002007,22.098692000000003,0.0048525246,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_conmax/cts_baseline/cts/ecc-tools/wb_conmax_top/work/icts-native/cts_detail.log,,,,,,
iwls2005__wb_conmax,full,1,45876,45.876,1,64.048,18.172,18.172,0.3961,false,64.048,0.914,0.0002007,16.609208000000002,0.0036471204,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_conmax/cts_baseline/cts/ecc-tools/wb_conmax_top/work/icts-native/cts_detail.log,,,,,,
iwls2005__wb_conmax,full,2,20527,20.527,1,64.048,43.521,43.521,2.1202,true,64.048,0.914,0.0002007,39.778194,0.0087346647,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_conmax/cts_baseline/cts/ecc-tools/wb_conmax_top/work/icts-native/cts_detail.log,,,,,,
iwls2005__wb_conmax,selected,0,,103.918,2,128.096,24.178,24.178,0.2327,,64.048,0.914,0.0002007,22.098692000000003,0.0048525246,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_conmax/cts_baseline/cts/ecc-tools/wb_conmax_top/work/icts-native/cts_detail.log,9,1,1,1.0,false,false
iwls2005__wb_conmax,selected,1,,45.876,1,64.048,18.172,18.172,0.3961,,64.048,0.914,0.0002007,16.609208000000002,0.0036471204,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_conmax/cts_baseline/cts/ecc-tools/wb_conmax_top/work/icts-native/cts_detail.log,1,1,4,4.0,true,true
iwls2005__wb_conmax,source_trunk,-1,,256.192,4,256.192,0.0,0.0,0.0,,64.048,0.914,0.0002007,0.0,0.0,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_conmax/cts_baseline/cts/ecc-tools/wb_conmax_top/work/icts-native/cts_detail.log,,,,,,
iwls2005__wb_dma,full,0,49046,49.046,2,59.3765,10.3305,10.3305,0.21059999999999998,false,29.6883,0.914,0.0002007,9.442077000000001,0.00207333135,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_dma/cts_baseline/cts/ecc-tools/wb_dma_top/work/icts-native/cts_detail.log,,,,,,
iwls2005__wb_dma,full,1,23302,23.302,1,29.6883,6.3863,6.3863,0.2741,false,29.6883,0.914,0.0002007,5.8370782000000005,0.0012817304100000001,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_dma/cts_baseline/cts/ecc-tools/wb_dma_top/work/icts-native/cts_detail.log,,,,,,
iwls2005__wb_dma,full,2,11424,11.424,1,29.6883,18.2643,18.2643,1.5988,true,29.6883,0.914,0.0002007,16.6935702,0.00366564501,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_dma/cts_baseline/cts/ecc-tools/wb_dma_top/work/icts-native/cts_detail.log,,,,,,
iwls2005__wb_dma,selected,0,,49.046,2,59.3765,10.3305,10.3305,0.21059999999999998,,29.6883,0.914,0.0002007,9.442077000000001,0.00207333135,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_dma/cts_baseline/cts/ecc-tools/wb_dma_top/work/icts-native/cts_detail.log,9,1,1,1.0,false,false
iwls2005__wb_dma,selected,1,,23.302,1,29.6883,6.3863,6.3863,0.2741,,29.6883,0.914,0.0002007,5.8370782000000005,0.0012817304100000001,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_dma/cts_baseline/cts/ecc-tools/wb_dma_top/work/icts-native/cts_detail.log,2,1,4,4.0,true,true
iwls2005__wb_dma,source_trunk,-1,,118.753,4,118.7532,0.0002000000000066393,0.0002000000000066393,1.6841679789701255e-06,,29.6883,0.914,0.0002007,0.00018280000000606833,4.014000000133251e-08,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/iwls2005__wb_dma/cts_baseline/cts/ecc-tools/wb_dma_top/work/icts-native/cts_detail.log,,,,,,
openroad__dynamic_node,full,0,107622,107.622,3,144.4332,36.8112,36.8112,0.342,false,48.1444,0.914,0.0002007,33.6454368,0.0073880078399999995,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__dynamic_node/cts_baseline/cts/ecc-tools/dynamic_node_top/work/icts-native/cts_detail.log,,,,,,
openroad__dynamic_node,full,1,47214,47.214,1,48.1444,0.9304,0.9304,0.0197,false,48.1444,0.914,0.0002007,0.8503856000000001,0.00018673128,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__dynamic_node/cts_baseline/cts/ecc-tools/dynamic_node_top/work/icts-native/cts_detail.log,,,,,,
openroad__dynamic_node,full,2,24505,24.505,1,48.1444,23.6394,23.6394,0.9647,false,48.1444,0.914,0.0002007,21.606411599999998,0.004744427579999999,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__dynamic_node/cts_baseline/cts/ecc-tools/dynamic_node_top/work/icts-native/cts_detail.log,,,,,,
openroad__dynamic_node,full,3,12903,12.903,1,48.1444,35.2414,35.2414,2.7313,true,48.1444,0.914,0.0002007,32.2106396,0.0070729489799999995,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__dynamic_node/cts_baseline/cts/ecc-tools/dynamic_node_top/work/icts-native/cts_detail.log,,,,,,
openroad__dynamic_node,selected,0,,107.622,3,144.4332,36.8112,36.8112,0.342,,48.1444,0.914,0.0002007,33.6454368,0.0073880078399999995,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__dynamic_node/cts_baseline/cts/ecc-tools/dynamic_node_top/work/icts-native/cts_detail.log,9,1,1,1.0,false,false
openroad__dynamic_node,selected,1,,47.214,1,48.1444,0.9304,0.9304,0.0197,,48.1444,0.914,0.0002007,0.8503856000000001,0.00018673128,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__dynamic_node/cts_baseline/cts/ecc-tools/dynamic_node_top/work/icts-native/cts_detail.log,4,1,4,4.0,true,false
openroad__dynamic_node,selected,2,,24.505,1,48.1444,23.6394,23.6394,0.9647,,48.1444,0.914,0.0002007,21.606411599999998,0.004744427579999999,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__dynamic_node/cts_baseline/cts/ecc-tools/dynamic_node_top/work/icts-native/cts_detail.log,4,1,16,16.0,true,false
openroad__dynamic_node,selected,3,,12.903,1,48.1444,35.2414,35.2414,2.7313,,48.1444,0.914,0.0002007,32.2106396,0.0070729489799999995,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__dynamic_node/cts_baseline/cts/ecc-tools/dynamic_node_top/work/icts-native/cts_detail.log,0,0,0,nan,false,true
openroad__dynamic_node,source_trunk,-1,,240.722,5,240.72199999999998,-2.842170943040401e-14,2.842170943040401e-14,-1.1806859958958468e-16,,48.1444,0.914,0.0002007,-2.5977442419389264e-14,-5.704237082682084e-18,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__dynamic_node/cts_baseline/cts/ecc-tools/dynamic_node_top/work/icts-native/cts_detail.log,,,,,,
openroad__ethmac,full,0,208034,208.034,5,243.69,35.656,35.656,0.1714,false,48.738,0.914,0.0002007,32.589584,0.0071561592,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__ethmac/cts_baseline/cts/ecc-tools/ethmac/work/icts-native/cts_detail.log,,,,,,
openroad__ethmac,full,1,103752,103.752,3,146.214,42.462,42.462,0.4093,false,48.738,0.914,0.0002007,38.81026800000001,0.008522123400000001,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__ethmac/cts_baseline/cts/ecc-tools/ethmac/work/icts-native/cts_detail.log,,,,,,
openroad__ethmac,full,2,52399,52.399,2,97.476,45.077,45.077,0.8603000000000001,false,48.738,0.914,0.0002007,41.200378,0.0090469539,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__ethmac/cts_baseline/cts/ecc-tools/ethmac/work/icts-native/cts_detail.log,,,,,,
openroad__ethmac,full,3,26167,26.167,1,48.738,22.571,22.571,0.8626,false,48.738,0.914,0.0002007,20.629894000000004,0.0045299997000000005,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__ethmac/cts_baseline/cts/ecc-tools/ethmac/work/icts-native/cts_detail.log,,,,,,
openroad__ethmac,full,4,13030,13.03,1,48.738,35.708,35.708,2.7404,true,48.738,0.914,0.0002007,32.637112,0.0071665956,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__ethmac/cts_baseline/cts/ecc-tools/ethmac/work/icts-native/cts_detail.log,,,,,,
openroad__ethmac,selected,0,,208.034,5,243.69,35.656,35.656,0.1714,,48.738,0.914,0.0002007,32.589584,0.0071561592,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__ethmac/cts_baseline/cts/ecc-tools/ethmac/work/icts-native/cts_detail.log,91,1,1,1.0,false,false
openroad__ethmac,selected,1,,103.752,3,146.214,42.462,42.462,0.4093,,48.738,0.914,0.0002007,38.81026800000001,0.008522123400000001,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__ethmac/cts_baseline/cts/ecc-tools/ethmac/work/icts-native/cts_detail.log,28,1,4,4.0,false,false
openroad__ethmac,selected,2,,52.399,2,97.476,45.077,45.077,0.8603000000000001,,48.738,0.914,0.0002007,41.200378,0.0090469539,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__ethmac/cts_baseline/cts/ecc-tools/ethmac/work/icts-native/cts_detail.log,13,1,16,16.0,true,true
openroad__ethmac,source_trunk,-1,,292.428,6,292.428,0.0,0.0,0.0,,48.738,0.914,0.0002007,0.0,0.0,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__ethmac/cts_baseline/cts/ecc-tools/ethmac/work/icts-native/cts_detail.log,,,,,,
openroad__fifo,full,0,57095,57.095,4,65.6456,8.5506,8.5506,0.14980000000000002,false,16.4114,0.914,0.0002007,7.8152484,0.00171610542,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__fifo/cts_baseline/cts/ecc-tools/fifo/work/icts-native/cts_detail.log,,,,,,
openroad__fifo,full,1,28744,28.744,2,32.8228,4.0788,4.0788,0.1419,false,16.4114,0.914,0.0002007,3.7280232000000004,0.0008186151600000001,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__fifo/cts_baseline/cts/ecc-tools/fifo/work/icts-native/cts_detail.log,,,,,,
openroad__fifo,full,2,14859,14.859,1,16.4114,1.5524,1.5524,0.1045,false,16.4114,0.914,0.0002007,1.4188936,0.00031156668,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__fifo/cts_baseline/cts/ecc-tools/fifo/work/icts-native/cts_detail.log,,,,,,
openroad__fifo,full,3,8672,8.672,1,16.4114,7.7394,7.7394,0.8925,true,16.4114,0.914,0.0002007,7.0738116,0.00155329758,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__fifo/cts_baseline/cts/ecc-tools/fifo/work/icts-native/cts_detail.log,,,,,,
openroad__fifo,selected,0,,57.095,4,65.6456,8.5506,8.5506,0.14980000000000002,,16.4114,0.914,0.0002007,7.8152484,0.00171610542,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__fifo/cts_baseline/cts/ecc-tools/fifo/work/icts-native/cts_detail.log,28,1,1,1.0,false,false
openroad__fifo,selected,1,,28.744,2,32.8228,4.0788,4.0788,0.1419,,16.4114,0.914,0.0002007,3.7280232000000004,0.0008186151600000001,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__fifo/cts_baseline/cts/ecc-tools/fifo/work/icts-native/cts_detail.log,13,1,4,4.0,true,false
openroad__fifo,selected,2,,14.859,1,16.4114,1.5524,1.5524,0.1045,,16.4114,0.914,0.0002007,1.4188936,0.00031156668,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__fifo/cts_baseline/cts/ecc-tools/fifo/work/icts-native/cts_detail.log,4,1,16,16.0,true,true
openroad__fifo,source_trunk,-1,,82.057,5,82.057,0.0,0.0,0.0,,16.4114,0.914,0.0002007,0.0,0.0,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__fifo/cts_baseline/cts/ecc-tools/fifo/work/icts-native/cts_detail.log,,,,,,
openroad__gcd,full,0,15335,15.335,1,19.884,4.549,4.549,0.2966,true,19.884,0.914,0.0002007,4.157786000000001,0.0009129843,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__gcd/cts_baseline/cts/ecc-tools/gcd/work/icts-native/cts_detail.log,,,,,,
openroad__gcd,selected,0,,15.335,1,19.884,4.549,4.549,0.2966,,19.884,0.914,0.0002007,4.157786000000001,0.0009129843,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__gcd/cts_baseline/cts/ecc-tools/gcd/work/icts-native/cts_detail.log,0,0,0,nan,false,true
openroad__gcd,source_trunk,-1,,39.768,2,39.768,0.0,0.0,0.0,,19.884,0.914,0.0002007,0.0,0.0,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__gcd/cts_baseline/cts/ecc-tools/gcd/work/icts-native/cts_detail.log,,,,,,
openroad__jpeg,full,0,176662,176.662,3,193.5485,16.8865,16.8865,0.0956,false,64.5162,0.914,0.0002007,15.434261000000003,0.00338912055,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__jpeg/cts_baseline/cts/ecc-tools/jpeg_encoder/work/icts-native/cts_detail.log,,,,,,
openroad__jpeg,full,1,87347,87.347,2,129.0323,41.6853,41.6853,0.4772,false,64.5162,0.914,0.0002007,38.1003642,0.008366239709999999,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__jpeg/cts_baseline/cts/ecc-tools/jpeg_encoder/work/icts-native/cts_detail.log,,,,,,
openroad__jpeg,full,2,42323,42.323,1,64.5162,22.1932,22.1932,0.5244,false,64.5162,0.914,0.0002007,20.2845848,0.00445417524,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__jpeg/cts_baseline/cts/ecc-tools/jpeg_encoder/work/icts-native/cts_detail.log,,,,,,
openroad__jpeg,full,3,21991,21.991,1,64.5162,42.5252,42.5252,1.9338,false,64.5162,0.914,0.0002007,38.8680328,0.00853480764,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__jpeg/cts_baseline/cts/ecc-tools/jpeg_encoder/work/icts-native/cts_detail.log,,,,,,
openroad__jpeg,full,4,12173,12.173,1,64.5162,52.3432,52.3432,4.2999,true,64.5162,0.914,0.0002007,47.8416848,0.010505280240000001,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__jpeg/cts_baseline/cts/ecc-tools/jpeg_encoder/work/icts-native/cts_detail.log,,,,,,
openroad__jpeg,selected,0,,176.662,3,193.5485,16.8865,16.8865,0.0956,,64.5162,0.914,0.0002007,15.434261000000003,0.00338912055,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__jpeg/cts_baseline/cts/ecc-tools/jpeg_encoder/work/icts-native/cts_detail.log,28,1,1,1.0,false,false
openroad__jpeg,selected,1,,87.347,2,129.0323,41.6853,41.6853,0.4772,,64.5162,0.914,0.0002007,38.1003642,0.008366239709999999,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__jpeg/cts_baseline/cts/ecc-tools/jpeg_encoder/work/icts-native/cts_detail.log,9,1,4,4.0,false,false
openroad__jpeg,selected,2,,42.323,1,64.5162,22.1932,22.1932,0.5244,,64.5162,0.914,0.0002007,20.2845848,0.00445417524,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__jpeg/cts_baseline/cts/ecc-tools/jpeg_encoder/work/icts-native/cts_detail.log,4,1,16,16.0,true,true
openroad__jpeg,source_trunk,-1,,387.097,6,387.0972,0.0002000000000066393,0.0002000000000066393,5.166663652951051e-07,,64.5162,0.914,0.0002007,0.00018280000000606833,4.014000000133251e-08,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__jpeg/cts_baseline/cts/ecc-tools/jpeg_encoder/work/icts-native/cts_detail.log,,,,,,
openroad__spi,full,0,8318,8.318,1,15.123,6.805,6.805,0.8181,true,15.123,0.914,0.0002007,6.21977,0.0013657635,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__spi/cts_baseline/cts/ecc-tools/spi/work/icts-native/cts_detail.log,,,,,,
openroad__spi,selected,0,,8.318,1,15.123,6.805,6.805,0.8181,,15.123,0.914,0.0002007,6.21977,0.0013657635,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__spi/cts_baseline/cts/ecc-tools/spi/work/icts-native/cts_detail.log,0,0,0,nan,false,true
openroad__spi,source_trunk,-1,,30.246,2,30.246,0.0,0.0,0.0,,15.123,0.914,0.0002007,0.0,0.0,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__spi/cts_baseline/cts/ecc-tools/spi/work/icts-native/cts_detail.log,,,,,,
openroad__uart,full,0,19809,19.809,2,33.11,13.301,13.301,0.6715000000000001,false,16.555,0.914,0.0002007,12.157114,0.0026695107,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__uart/cts_baseline/cts/ecc-tools/uart/work/icts-native/cts_detail.log,,,,,,
openroad__uart,full,1,9910,9.91,1,16.555,6.645,6.645,0.6705,true,16.555,0.914,0.0002007,6.07353,0.0013336514999999999,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__uart/cts_baseline/cts/ecc-tools/uart/work/icts-native/cts_detail.log,,,,,,
openroad__uart,selected,0,,19.809,2,33.11,13.301,13.301,0.6715000000000001,,16.555,0.914,0.0002007,12.157114,0.0026695107,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__uart/cts_baseline/cts/ecc-tools/uart/work/icts-native/cts_detail.log,12,1,1,1.0,true,true
openroad__uart,source_trunk,-1,,49.665,3,49.665,0.0,0.0,0.0,,16.555,0.914,0.0002007,0.0,0.0,.trellis/tasks/06-14-cts-wirelength-unit-distortion/runs/wirelength_trace_cts/openroad__uart/cts_baseline/cts/ecc-tools/uart/work/icts-native/cts_detail.log,,,,,,
